Borough,Householder's Sex,Householder's Age,Householder's Race,Number of Persons form Temporary Residence,Most Recent Place Householder Lived for 6 Months or More,Year Householder Moved Into Unit ,Reason for Householder Moving,Place of Householder's Birth,Condo/Coop Status,Owner/Renter,Cash Rent/Rent Free,Down Payment,Down Payment Status,Value,Mortgage Status,Mortgage Origination Year,Mortgage Interest Rate,Insurance Paid Separately,Real Estate Taxes Paid Separately,Number of Units in Building,Owner Lives in Building,Number of Stories in Building,Number of Rooms ,Number of Bedrooms,Complete Plumbing Facilities ,Toilet Breakdowns,Complete Kitchen Facilities ,Kitchen Facilities Functioning,Type of Heating Fuel,Electricity Paid Separately,Electricity Monthly Cost ,Gas Paid Separately,Gas Monthly Cost ,Combined Gas/Electricity Monthly Cost,Water and Sewer Paid Separately,Water and Sewer Annual Cost,Other Fuels,Other Fuels Annual Cost ,Monthly Contract Ren,Length of Lease,Federal Section 8,Other Rental Subsidy,Out of Pocket Rent,Householder Moved to the United States as an Immigrant ,Year Householder Moved to the United States,Year Householder Moved to New York City,Control Status,Monthly Owner Cost,Monthly Gross Rent,Monthly Gross Rent per room,Monthly Contract Rent Per Room,Household Below Specified Income Level,Total Household Income,Income Flag,Monthly Gross Rent as Percent of Household Income,Monthly Contract Rent as Percent of Household Income
2,1,63,9,1,6,2001,2,99,26,1,9,9999999,9,9999999,9,9999,9999,9,9,1,2,1,4,4,1,2,1,1,2,1,60,1,60,9999,1,3156,3,99999,1468,8,1,2,168,1,1985,1985,80,999999,1838,460,367,3,101000,0,218,174
2,1,30,1,1,4,2014,2,6,10,1,9,9999999,9,9999999,9,9999,9999,9,9,5,2,2,4,3,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,1452,4,2,2,1452,9,9999,2005,80,999999,1452,363,363,3,54680,0,319,319
2,2,60,2,1,12,2000,2,99,14,1,1,9999999,9,600000,2,9999,9999,1,1,5,1,1,3,2,1,2,1,1,3,1,235,1,120,9999,1,1000,3,99999,99999,9,9,3,99999,1,1997,1997,1,438,99999,9999,9999,3,140000,0,9999,9999
2,2,38,1,1,4,2007,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,3,1,1,3,3,1,2,1,1,2,1,60,2,9999,9999,2,9999,3,99999,1100,4,2,2,1100,9,9999,9999,80,999999,1160,387,367,3,28000,0,497,471
2,1,46,2,1,4,1996,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,4,2,1,4,3,1,2,1,1,2,1,75,2,9999,9999,2,9999,3,99999,1100,6,2,2,1100,9,9999,9999,80,999999,1175,294,275,3,50000,0,282,264
2,2,24,1,1,4,2013,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,5,2,2,5,4,1,2,1,1,2,1,408,1,60,9999,2,9999,3,99999,1500,6,2,2,1500,1,2002,2002,80,999999,1860,372,300,3,92600,0,241,194
2,2,50,2,1,5,2006,2,99,98,1,1,9999999,9,545179,1,2006,450,2,1,4,1,1,4,3,1,2,1,1,2,1,408,1,344,9999,1,1000,3,99999,99999,9,9,3,99999,8,9998,9998,1,3972,99999,9999,9999,1,10000,0,9999,9999
2,2,76,1,1,4,2004,2,99,98,1,1,9999999,9,545179,1,9998,9998,2,2,3,1,1,5,4,1,2,1,1,2,1,200,1,150,9999,2,9999,3,99999,99999,9,9,3,99999,8,9998,9998,1,3134,99999,9999,9999,3,48000,0,9999,9999
2,1,58,2,1,1,1997,1,99,9,1,1,9999999,9,500000,1,2011,500,2,2,3,1,1,3,3,1,2,1,1,2,2,9999,9,9999,225,1,1200,3,99999,99999,9,9,3,99999,9,9999,1960,1,2225,99999,9999,9999,3,198300,1,9999,9999
2,1,58,2,1,4,2007,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,3,2,1,7,5,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,900,2,2,2,900,9,9999,9999,5,999999,900,129,129,3,30328,0,356,356
2,2,27,2,1,4,2008,2,99,26,1,9,9999999,9,9999999,9,9999,9999,9,9,5,2,2,3,2,1,2,1,1,2,1,90,2,9999,9999,2,9999,3,99999,800,2,2,2,800,1,1999,1999,80,999999,890,297,267,2,22000,0,485,436
2,1,69,2,1,4,2007,2,99,26,1,9,9999999,9,9999999,9,9999,9999,9,9,5,3,1,4,3,1,2,1,1,2,1,112,2,9999,9999,2,9999,2,99999,1450,4,2,2,1450,1,1984,1984,80,999999,1562,391,363,3,138000,0,136,126
2,2,39,2,1,14,2012,2,99,26,1,9,9999999,9,9999999,9,9999,9999,9,9,5,1,1,3,2,1,2,1,1,2,1,112,1,165,9999,2,9999,3,99999,1500,4,1,2,1240,8,9998,2003,80,999999,1777,592,500,2,37000,0,576,486
2,2,39,2,1,4,1997,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,5,2,2,6,4,1,2,1,1,2,1,112,1,165,9999,2,9999,3,99999,1000,2,2,2,1000,9,9999,9999,80,999999,1277,213,167,3,52200,0,294,230
2,1,49,7,1,4,1997,1,99,14,1,9,9999999,9,9999999,9,9999,9999,9,9,5,1,1,2,2,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,800,6,2,2,800,8,1977,1977,80,999999,800,400,400,3,21000,0,457,457
2,1,34,2,1,6,2011,2,99,11,1,1,9999999,9,500000,1,2011,9998,1,1,3,1,2,6,4,1,2,1,1,2,1,100,1,344,9999,1,1200,3,99999,99999,9,9,3,99999,1,1999,1999,1,4600,99999,9999,9999,3,103000,0,9999,9999
2,1,55,2,1,4,2014,2,6,11,1,9,9999999,9,9999999,9,9999,9999,9,9,3,3,1,5,4,1,2,1,1,2,1,100,2,9999,9999,2,9999,3,99999,1200,2,2,2,1200,1,1993,1993,80,999999,1300,260,240,3,59000,0,264,244
2,2,40,1,1,6,2013,2,99,13,1,9,9999999,9,9999999,9,9999,9999,9,9,5,2,2,6,5,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,1250,6,2,2,1250,1,2001,2004,80,999999,1250,208,208,3,22000,0,682,682
2,1,61,2,1,4,1999,2,99,12,1,9,9999999,9,9999999,9,9999,9999,9,9,6,2,2,3,3,1,2,1,1,2,3,9999,1,40,9999,2,9999,3,99999,875,6,2,2,875,1,1985,1985,80,999999,915,305,292,3,83000,0,132,127
2,2,34,1,1,4,2016,2,10,14,1,9,9999999,9,9999999,9,9999,9999,9,9,6,2,1,3,2,1,2,1,1,2,1,52,1,34,9999,2,9999,3,99999,1200,2,2,2,1200,9,9999,9999,80,999999,1286,429,400,3,45000,0,343,320
2,1,49,9,1,4,2016,2,10,12,1,9,9999999,9,9999999,9,9999,9999,9,9,5,2,2,4,3,1,2,1,1,2,1,200,2,9999,9999,2,9999,3,99999,1050,5,2,2,1050,1,2013,2013,80,999999,1250,313,263,2,58000,0,259,217
2,1,63,2,1,4,2015,2,19,9,1,9,9999999,9,9999999,9,9999,9999,9,9,5,2,2,4,3,1,2,1,1,1,1,110,1,40,9999,2,9999,2,99999,1175,2,2,2,1175,9,9999,9998,80,999999,1325,331,294,1,7000,0,1010,1010
2,2,73,1,1,4,1983,2,99,10,1,1,9999999,9,600000,2,9999,9999,1,1,3,1,1,4,3,1,2,1,1,2,1,175,1,60,9999,1,3156,3,99999,99999,9,9,3,99999,9,9999,1969,1,936,99999,9999,9999,3,32400,0,9999,9999
2,2,49,2,1,4,2012,2,99,7,1,1,6000,9,425000,1,2012,425,2,2,1,1,1,4,3,1,2,1,1,2,1,250,1,64,9999,1,2400,3,99999,99999,9,9,3,99999,9,9999,9999,1,2614,99999,9999,9999,3,140000,0,9999,9999
2,2,60,2,1,4,2007,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,3,2,1,1,1,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,1400,4,2,1,212,9,9999,9999,80,999999,1400,1400,1400,1,10224,0,1010,1010
2,2,48,2,1,4,1994,2,99,9,1,1,9999999,9,500000,1,9998,9998,2,2,3,1,1,4,3,1,8,1,8,2,1,250,1,64,9999,1,2400,3,99999,99999,9,9,3,99999,9,9999,9999,1,2614,99999,9999,9999,3,85500,0,9999,9999
2,1,61,2,1,4,1990,2,99,12,1,9,9999999,9,9999999,9,9999,9999,9,9,3,1,1,3,3,1,2,1,1,2,1,70,1,200,9999,1,1500,3,99999,99999,9,9,3,99999,1,1979,1979,80,999999,99999,9999,9999,3,87200,0,9999,9999
2,1,61,2,1,4,1988,2,99,12,1,9,9999999,9,9999999,9,9999,9999,9,9,3,1,1,3,3,1,2,1,1,2,1,70,1,200,9999,1,1500,3,99999,99999,9,9,3,99999,1,1979,1979,80,999999,99999,9999,9999,3,135988,1,9999,9999
2,2,52,2,1,4,1998,2,99,12,1,9,9999999,9,9999999,9,9999,9999,9,9,1,2,1,6,4,1,2,1,1,2,1,265,1,344,9999,1,2400,3,99999,99999,9,9,3,99999,1,1986,1986,80,999999,99999,9999,9999,3,60000,0,9999,9999
2,2,64,2,2,4,2008,2,99,9,1,1,9999999,9,450000,1,9998,9998,1,1,3,1,1,3,2,1,2,1,1,2,1,130,1,344,9999,1,1200,3,99999,99999,9,9,3,99999,9,9999,9999,1,3230,99999,9999,9999,1,8400,0,9999,9999
2,2,81,1,1,4,1970,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,6,1,2,4,2,1,1,1,1,2,1,70,1,344,9999,1,2500,3,99999,99999,9,9,3,99999,9,9999,1969,90,999999,99999,9999,9999,3,15600,0,9999,9999
2,2,58,2,1,4,1970,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,6,1,2,4,3,1,2,1,1,1,1,70,1,344,9999,1,2500,1,4000,99999,9,9,3,99999,9,9999,1969,90,999999,99999,9999,9999,1,15600,0,9999,9999
2,2,76,2,1,6,1987,2,99,14,1,9,9999999,9,9999999,9,9999,9999,9,9,3,1,2,5,4,1,2,1,1,2,1,150,1,344,9999,1,300,3,99999,99999,9,9,3,99999,1,1981,1981,80,999999,99999,9999,9999,3,190600,0,9999,9999
2,2,75,7,1,6,1987,2,99,14,1,9,9999999,9,9999999,9,9999,9999,9,9,3,1,2,4,3,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,1,1981,1981,80,999999,99999,9999,9999,3,64600,0,9999,9999
2,1,45,1,1,4,2010,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,3,2,1,5,4,1,2,1,1,2,2,9999,9,9999,220,2,9999,3,99999,1100,6,2,2,1100,9,9999,9998,80,999999,1320,264,220,1,1600,0,1010,1010
2,2,43,8,1,4,1991,2,99,14,1,1,9999999,9,590000,2,9999,9999,1,1,3,1,1,4,3,1,2,1,1,1,1,170,1,70,9999,1,1200,1,1200,99999,9,9,3,99999,1,1987,1987,1,840,99999,9999,9999,1,13000,0,9999,9999
2,2,54,1,1,4,2002,2,99,14,1,1,9999999,9,515000,1,2005,400,2,2,1,1,1,6,5,1,2,1,1,2,1,408,1,344,9999,1,2100,3,99999,99999,9,9,3,99999,8,9998,9998,1,2225,99999,9999,9999,3,395000,0,9999,9999
2,2,67,7,1,4,2014,2,1,14,1,9,9999999,9,9999999,9,9999,9999,9,9,5,3,1,3,3,1,1,1,1,2,1,55,1,35,9999,2,9999,2,99999,950,6,2,2,950,1,1995,1995,80,999999,1040,347,317,1,9600,0,1010,1010
2,1,48,8,1,4,2016,2,6,21,1,1,200000,9,750000,1,2016,789,2,2,5,1,2,6,5,1,2,1,1,2,1,100,1,150,9999,1,3156,3,99999,99999,9,9,3,99999,1,1998,1998,1,4699,99999,9999,9999,3,150000,0,9999,9999
2,1,44,2,1,4,2008,1,99,12,1,1,9999999,9,700000,1,2008,300,2,2,5,1,2,3,2,1,2,1,1,2,1,60,1,60,9999,1,500,3,99999,99999,9,9,3,99999,9,9999,9999,1,3162,99999,9999,9999,3,85000,0,9999,9999
2,2,35,2,1,4,2016,1,19,12,1,9,9999999,9,9999999,9,9999,9999,9,9,5,1,2,4,3,1,2,1,1,2,1,100,1,100,9999,2,9999,3,99999,1450,2,2,2,1450,9,9999,9999,80,999999,1650,413,363,3,70000,0,283,249
2,2,36,2,1,6,2006,1,99,12,1,1,9999999,9,525000,1,2006,9998,2,2,3,1,1,7,4,1,2,1,1,2,1,60,1,60,9999,1,500,3,99999,99999,9,9,3,99999,9,9999,9999,1,3162,99999,9999,9999,3,44000,0,9999,9999
2,2,63,2,1,4,2006,3,99,9,1,1,9999999,9,700000,1,2006,570,2,2,3,1,1,3,2,1,2,1,1,2,1,200,1,60,9999,1,2000,3,99999,99999,9,9,3,99999,9,9999,1979,1,3127,99999,9999,9999,1,15000,0,9999,9999
2,2,52,2,1,6,2007,1,99,12,1,9,9999999,9,9999999,9,9999,9999,9,9,3,1,1,5,4,1,1,1,1,2,1,100,1,200,9999,2,9999,3,99999,1550,4,2,2,1550,1,1995,1995,80,999999,1850,370,310,3,90000,0,247,207
2,2,40,1,1,4,2016,2,7,14,1,9,9999999,9,9999999,9,9999,9999,9,9,3,2,1,6,3,1,2,1,1,2,2,9999,9,9999,185,2,9999,3,99999,1400,4,2,2,1400,9,9999,9998,80,999999,1585,264,233,3,60000,0,317,280
2,1,74,1,1,4,1982,2,99,10,1,1,9999999,9,500000,2,9999,9999,1,1,3,1,1,6,4,1,2,1,1,2,1,150,1,344,9999,1,1600,3,99999,99999,9,9,3,99999,9,9999,1959,1,1542,99999,9999,9999,3,129400,0,9999,9999
2,1,48,1,1,4,1994,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,3,1,1,3,2,1,2,1,1,2,1,70,1,80,9999,2,9999,3,99999,1200,4,2,2,1200,9,9999,9999,80,999999,1350,450,400,3,65000,0,249,222
2,2,63,1,1,4,1992,2,99,11,1,1,9999999,9,691000,1,2016,399,1,1,5,1,2,5,4,1,1,1,1,2,1,110,1,30,9999,1,1600,3,99999,99999,9,9,3,99999,1,1968,1968,1,2684,99999,9999,9999,3,66000,0,9999,9999
2,1,27,1,1,4,2000,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,5,1,2,5,4,1,1,1,1,2,2,9999,9,9999,115,2,9999,3,99999,1000,6,2,2,1000,1,1979,1979,80,999999,1115,223,200,2,30000,0,446,400
2,1,58,9,1,4,2010,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,4,2,2,4,4,1,8,1,1,2,1,150,1,80,9999,2,9999,3,99999,1800,4,2,2,1800,1,1993,1993,80,999999,2030,508,450,3,69000,0,353,313
2,2,63,2,1,4,1999,2,99,12,1,1,9999999,9,450000,1,1999,625,2,2,3,1,1,2,2,1,2,1,1,2,1,125,1,57,9999,1,2000,3,99999,99999,9,9,3,99999,1,1989,1989,1,1449,99999,9999,9999,3,100000,0,9999,9999
2,2,70,2,1,4,1998,2,99,12,1,9,9999999,9,9999999,9,9999,9999,9,9,3,1,1,3,2,1,2,1,1,2,1,80,1,40,9999,2,9999,2,99999,500,6,2,2,500,1,1972,1972,80,999999,620,207,167,3,42000,0,177,143
2,1,68,2,1,4,1998,2,99,12,1,1,9999999,9,400000,1,2002,699,1,2,4,1,1,3,3,1,2,1,1,2,1,408,1,120,9999,1,3156,2,99999,99999,9,9,3,99999,1,1980,1980,1,2420,99999,9999,9999,3,185000,0,9999,9999
2,2,51,2,1,4,2007,2,99,26,1,9,9999999,9,9999999,9,9999,9999,9,9,7,2,2,1,1,1,8,1,1,2,1,60,2,9999,9999,2,9999,2,99999,315,2,2,1,100,8,9998,9998,30,999999,375,375,315,1,3804,0,1010,994
2,2,62,2,1,4,1992,1,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,7,2,2,4,4,1,8,1,1,2,1,120,2,9999,9999,2,9999,2,99999,789,6,2,2,789,9,9999,9999,80,999999,909,227,197,3,96685,0,113,98
2,2,56,1,1,4,2014,2,5,7,1,9,9999999,9,9999999,9,9999,9999,9,9,7,2,2,4,3,1,2,1,1,3,1,150,1,40,9999,2,9999,3,99999,1350,4,2,2,1350,9,9999,9999,30,999999,1540,385,338,3,40000,0,462,405
2,2,32,1,1,4,2009,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,5,2,2,3,3,1,8,1,1,3,1,89,2,9999,9999,2,9999,2,99999,984,4,2,2,984,1,2003,2003,30,999999,1073,358,328,3,35200,0,366,335
2,2,49,2,1,4,2013,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,5,2,1,4,3,1,2,1,1,2,1,80,1,25,9999,2,9999,3,99999,1300,2,2,2,1300,1,2010,2010,80,999999,1405,351,325,2,37960,0,444,411
2,1,30,1,1,4,2016,2,11,11,1,9,9999999,9,9999999,9,9999,9999,9,9,5,1,1,1,1,1,2,2,9,2,3,9999,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,1,2016,2016,80,999999,99999,9999,9999,1,1000,0,9999,9999
2,2,57,2,1,4,1996,2,99,11,1,1,9999999,9,400000,1,2011,789,1,1,5,1,1,4,3,1,2,1,1,2,1,180,1,50,9999,1,500,3,99999,99999,9,9,3,99999,1,1990,1996,1,2161,99999,9999,9999,3,80000,0,9999,9999
2,2,67,2,1,13,1995,2,99,26,1,9,9999999,9,9999999,9,9999,9999,9,9,6,1,1,4,3,1,1,1,1,2,1,95,1,130,9999,2,9999,3,99999,789,8,2,2,789,1,1980,1980,80,999999,1014,254,197,3,40800,0,298,232
2,1,72,2,1,1,1998,1,99,7,1,1,9999999,9,430000,1,9998,600,2,2,5,1,1,4,3,1,2,1,1,2,1,180,1,50,9999,1,500,3,99999,99999,9,9,3,99999,9,9999,9999,1,1522,99999,9999,9999,1,9999999,0,9999,9999
2,1,72,2,1,4,1999,2,99,12,1,1,9999999,9,600000,1,1999,400,2,2,5,1,2,5,3,1,2,1,1,2,1,250,1,175,9999,1,500,3,99999,99999,9,9,3,99999,1,1983,1983,1,2467,99999,9999,9999,3,108300,1,9999,9999
2,1,57,2,1,4,2011,2,99,12,1,1,9999999,9,700000,1,2011,525,2,2,3,1,1,2,2,1,2,1,8,2,1,170,1,75,9999,2,9999,3,99999,99999,9,9,3,99999,1,1982,1982,1,2545,99999,9999,9999,3,100400,0,9999,9999
2,1,25,1,1,4,2010,2,99,17,1,9,9999999,9,9999999,9,9999,9999,9,9,3,1,1,4,3,1,2,1,1,4,1,65,1,37,9999,2,9999,2,99999,1500,4,2,2,1500,8,9998,9998,80,999999,1602,401,375,3,104000,0,185,173
2,2,63,4,1,4,1993,2,99,18,1,1,9999999,9,400,1,1993,9998,1,1,3,1,1,3,2,1,8,1,8,2,1,70,1,200,9999,2,9999,3,99999,99999,9,9,3,99999,1,1989,1991,1,2353,99999,9999,9999,1,9999999,0,9999,9999
2,1,70,2,1,4,1999,2,99,12,1,1,9999999,9,350000,1,2011,275,2,2,1,1,1,6,4,1,2,1,1,2,1,155,1,100,9999,1,500,3,99999,99999,9,9,3,99999,1,1985,1985,1,1597,99999,9999,9999,3,135316,0,9999,9999
2,1,48,7,1,4,2011,2,99,21,1,1,9999999,9,400000,1,2011,9998,2,2,1,1,1,6,4,1,2,1,1,2,1,74,1,113,9999,1,1440,3,99999,99999,9,9,3,99999,1,2001,2001,1,1707,99999,9999,9999,3,66200,0,9999,9999
2,2,55,2,1,4,2004,2,99,9,1,1,9999999,9,374000,2,9999,9999,1,1,1,1,1,6,4,1,2,1,1,2,1,408,1,125,9999,1,840,3,99999,99999,9,9,3,99999,9,9999,9999,1,712,99999,9999,9999,3,350000,0,9999,9999
2,1,59,2,1,4,2004,2,99,12,1,1,9999999,9,300000,1,2004,550,2,2,1,1,1,5,4,1,2,1,1,2,1,250,1,215,9999,1,656,3,99999,99999,9,9,3,99999,1,1994,1994,1,2320,99999,9999,9999,3,141000,0,9999,9999
2,2,63,2,1,4,2001,2,99,11,1,1,9999999,9,500000,1,2001,789,2,2,3,1,1,3,2,1,1,1,8,2,1,100,1,160,9999,1,2000,3,99999,99999,9,9,3,99999,1,1969,1969,1,1461,99999,9999,9999,2,19980,0,9999,9999
2,2,69,2,1,4,2001,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,3,1,1,3,3,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,200,6,2,2,200,1,1969,1969,80,999999,200,67,67,1,9406,0,255,255
2,2,52,10,1,4,1990,2,99,10,1,1,9999999,9,350000,2,9999,9999,1,1,3,1,1,4,3,1,2,1,1,2,1,100,1,160,9999,1,2000,3,99999,99999,9,9,3,99999,9,9999,9999,1,491,99999,9999,9999,3,47184,0,9999,9999
2,2,79,10,1,4,1990,2,99,10,1,1,9999999,9,350000,2,9999,9999,1,1,3,1,1,4,3,1,2,1,1,2,1,100,1,160,9999,1,2000,3,99999,99999,9,9,3,99999,9,9999,9998,1,491,99999,9999,9999,1,4800,0,9999,9999
2,2,54,2,1,4,1991,2,99,7,1,1,9999999,9,800000,2,9999,9999,1,1,1,1,1,6,4,1,2,1,1,1,1,100,3,9999,9999,1,2000,2,99999,99999,9,9,3,99999,9,9999,9999,1,267,99999,9999,9999,3,90000,0,9999,9999
2,2,25,2,1,4,1991,2,99,7,1,1,9999999,9,800000,2,9999,9999,1,1,1,1,1,1,1,1,2,2,9,2,3,9999,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,1,999998,99999,9999,9999,2,15000,0,9999,9999
2,1,59,2,1,11,1970,2,99,12,1,1,9999999,9,500000,1,2014,9998,1,1,1,1,2,8,7,1,2,1,1,2,1,408,1,150,9999,1,3156,3,99999,99999,9,9,3,99999,1,1969,1969,1,3121,99999,9999,9999,3,161120,0,9999,9999
2,2,54,2,1,6,1989,2,99,10,1,1,9999999,9,523000,1,9998,9998,2,2,1,1,2,8,6,1,2,1,1,2,1,408,1,344,9999,1,1200,3,99999,99999,9,9,3,99999,9,9999,1965,1,2100,99999,9999,9999,3,146600,0,9999,9999
2,1,47,2,1,4,2011,2,99,12,1,9,9999999,9,9999999,9,9999,9999,9,9,3,1,1,4,3,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,650,6,2,2,650,1,1983,1983,80,999999,650,163,163,3,85000,0,92,92
2,1,60,2,1,6,2017,2,18,12,1,9,9999999,9,9999999,9,9999,9999,9,9,3,2,1,5,4,1,2,1,1,2,1,90,2,9999,9999,2,9999,3,99999,1500,6,2,2,1500,1,2007,2007,80,999999,1590,318,300,3,75000,0,254,240
2,2,36,2,1,4,2006,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,2,2,2,1,2,1,1,2,1,60,1,30,9999,2,9999,3,99999,800,4,2,2,800,9,9999,9999,31,999999,890,445,400,3,45000,0,237,213
2,1,66,10,2,4,2013,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,2,2,1,1,2,1,1,2,1,100,1,65,9999,2,9999,3,99999,870,2,2,1,250,9,9999,9999,31,999999,1035,518,435,2,12360,0,1005,845
2,2,49,9,1,4,2004,2,99,14,1,1,9999999,9,500000,1,2004,500,2,2,3,1,1,8,7,1,2,1,1,2,1,130,1,344,9999,2,9999,3,99999,99999,9,9,3,99999,1,1984,1984,1,4030,99999,9999,9999,3,89400,0,9999,9999
2,2,40,9,1,3,2013,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,4,1,1,4,4,1,2,1,1,2,1,70,2,9999,9999,2,9999,3,99999,1400,6,2,2,1400,1,1984,1984,80,999999,1470,368,350,3,96000,0,184,175
2,2,57,2,1,12,2005,2,99,14,1,9,9999999,9,9999999,9,9999,9999,9,9,3,2,1,4,3,1,2,1,1,2,1,150,2,9999,9999,2,9999,3,99999,1300,6,2,2,1300,1,2005,2005,80,999999,1450,363,325,3,70000,0,249,223
2,1,60,2,1,4,1989,3,99,12,1,1,9999999,9,500000,1,1991,525,2,2,3,1,1,3,2,1,2,1,1,2,1,160,1,90,9999,1,3156,3,99999,99999,9,9,3,99999,1,1982,1982,1,1875,99999,9999,9999,3,285000,0,9999,9999
2,1,52,2,1,4,2009,2,99,9,1,1,9999999,9,600000,1,2009,520,2,1,5,1,1,8,7,1,2,1,1,2,1,200,1,344,9999,1,3156,3,99999,99999,9,9,3,99999,9,9999,9999,1,2250,99999,9999,9999,3,48000,0,9999,9999
2,2,48,9,1,10,2012,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,4,2,2,6,4,1,2,1,1,2,1,80,1,86,9999,2,9999,2,99999,1500,2,2,2,1500,1,1997,1997,80,999999,1666,278,250,3,140000,0,143,129
2,2,50,1,1,10,2015,2,20,12,1,9,9999999,9,9999999,9,9999,9999,9,9,4,2,2,6,4,1,2,1,1,2,1,170,1,106,9999,2,9999,3,99999,1500,2,2,2,1500,1,2015,2015,80,999999,1776,296,250,1,19160,0,1010,939
2,2,65,2,1,4,1991,2,99,12,1,1,9999999,9,600000,1,2007,400,1,1,5,1,1,6,4,1,8,1,8,2,1,180,1,344,9999,2,9999,3,99999,99999,9,9,3,99999,8,9998,9998,1,2680,99999,9999,9999,3,24000,0,9999,9999
2,1,60,2,1,4,1986,2,99,10,1,1,9999999,9,500000,2,9999,9999,1,1,3,1,1,3,2,1,2,1,1,2,1,108,1,60,9999,1,2100,3,99999,99999,9,9,3,99999,9,9999,9999,1,785,99999,9999,9999,1,9999999,0,9999,9999
2,2,42,2,1,4,2006,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,3,1,1,8,5,1,2,1,1,2,1,120,1,344,9999,2,9999,3,99999,1400,6,2,2,1400,1,2000,2000,80,999999,2020,224,156,3,25000,0,970,672
2,2,38,1,1,6,2017,2,18,14,1,9,9999999,9,9999999,9,9999,9999,9,9,5,3,1,5,5,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,500,6,2,2,500,1,2007,2007,80,999999,500,100,100,3,105000,0,57,57
2,1,27,1,1,12,2008,1,99,14,1,9,9999999,9,9999999,9,9999,9999,9,9,3,1,1,3,2,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,750,6,2,2,750,1,2008,2008,80,999999,750,250,250,1,15000,0,600,600
2,1,65,2,1,4,2007,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,5,1,2,5,4,1,2,1,1,2,1,150,1,100,9999,2,9999,3,99999,900,4,2,2,900,9,9999,1988,80,999999,1150,230,180,2,40000,0,345,270
2,1,37,2,1,4,2006,2,99,11,1,1,9999999,9,800000,1,2006,500,2,2,6,1,2,2,2,1,2,1,1,2,1,110,1,60,9999,1,3156,3,99999,99999,9,9,3,99999,9,9999,9999,1,5669,99999,9999,9999,3,50000,0,9999,9999
2,1,63,2,1,4,2007,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,6,1,2,2,2,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,600,2,2,2,600,1,1989,1989,80,999999,600,300,300,3,18200,0,396,396
2,1,27,1,1,4,2007,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,6,1,2,3,2,1,2,1,1,2,3,9999,2,9999,9999,2,9999,2,99999,800,2,2,2,800,9,9999,9999,80,999999,800,267,267,3,76000,0,126,126
2,1,52,2,1,4,2000,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,6,2,2,2,2,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,700,2,2,2,700,1,1983,1983,80,999999,700,350,350,3,30000,0,280,280
2,1,45,2,2,4,2014,2,19,7,1,9,9999999,9,9999999,9,9999,9999,9,9,10,2,3,1,1,1,1,1,2,2,1,35,1,15,9999,2,9999,3,99999,249,1,2,1,183,9,9999,9999,30,999999,299,299,249,1,8760,0,410,341
2,2,39,1,1,3,2013,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,4,2,2,1,1,1,2,2,1,60,1,10,9999,2,9999,3,99999,1450,4,2,1,215,9,9999,9998,30,999999,1520,760,725,1,9999999,0,0,0
