Borough,Householder's Sex,Householder's Age,Householder's Race,Number of Persons form Temporary Residence,Most Recent Place Householder Lived for 6 Months or More,Year Householder Moved Into Unit ,Reason for Householder Moving,Place of Householder's Birth,Condo/Coop Status,Owner/Renter,Cash Rent/Rent Free,Down Payment,Down Payment Status,Value,Mortgage Status,Mortgage Origination Year,Mortgage Interest Rate,Insurance Paid Separately,Real Estate Taxes Paid Separately,Number of Units in Building,Owner Lives in Building,Number of Stories in Building,Number of Rooms ,Number of Bedrooms,Complete Plumbing Facilities ,Toilet Breakdowns,Complete Kitchen Facilities ,Kitchen Facilities Functioning,Type of Heating Fuel,Electricity Paid Separately,Electricity Monthly Cost ,Gas Paid Separately,Gas Monthly Cost ,Combined Gas/Electricity Monthly Cost,Water and Sewer Paid Separately,Water and Sewer Annual Cost,Other Fuels,Other Fuels Annual Cost ,Monthly Contract Ren,Length of Lease,Federal Section 8,Other Rental Subsidy,Out of Pocket Rent,Householder Moved to the United States as an Immigrant ,Year Householder Moved to the United States,Year Householder Moved to New York City,Control Status,Monthly Owner Cost,Monthly Gross Rent,Monthly Gross Rent per room,Monthly Contract Rent Per Room,Household Below Specified Income Level,Total Household Income,Income Flag,Monthly Gross Rent as Percent of Household Income,Monthly Contract Rent as Percent of Household Income
4,1,46,1,1,6,1974,2,99,7,1,1,9999999,9,1000000,1,1991,9998,1,1,3,1,1,5,3,1,2,1,1,2,2,9999,9,9999,362,1,1200,3,99999,99999,9,9,3,99999,9,9999,9999,1,2717,99999,9999,9999,3,54000,0,9999,9999
4,2,53,1,1,4,1985,2,99,98,1,1,9999999,9,715000,2,9999,9999,1,1,1,1,1,6,4,1,2,1,1,2,2,9999,9,9999,150,1,1200,3,99999,99999,9,9,3,99999,8,9998,9998,1,250,99999,9999,9999,3,32700,0,9999,9999
4,2,60,1,1,4,1988,2,99,7,1,1,9999999,9,900000,2,9999,9999,1,1,1,1,1,6,4,1,2,1,1,1,2,9999,9,9999,250,1,350,1,1500,99999,9,9,3,99999,9,9999,9999,1,404,99999,9999,9999,3,217000,0,9999,9999
4,1,49,4,1,6,2007,2,99,25,1,1,9999999,9,775000,1,2007,400,1,1,1,1,1,6,4,1,2,1,1,1,1,150,1,50,9999,1,1200,1,2000,99999,9,9,3,99999,1,1995,1995,1,3758,99999,9999,9999,3,200000,0,9999,9999
4,1,56,1,1,6,1990,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,3,2,1,4,3,1,2,1,1,2,1,50,2,9999,9999,2,9999,3,99999,500,6,2,2,500,9,9999,9999,80,999999,550,138,125,3,34000,0,194,176
4,1,51,4,1,5,2012,2,99,18,3,1,9999999,0,250000,1,2013,375,1,1,3,1,1,5,4,1,2,1,8,2,1,100,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,1,9998,9998,2,4575,99999,9999,9999,3,152000,0,9999,9999
4,1,37,8,1,6,2014,2,12,24,3,1,40000,9,300000,1,2014,345,1,3,3,1,1,4,3,1,1,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,1,1998,1998,2,1763,99999,9999,9999,3,116000,0,9999,9999
4,2,85,1,1,6,1955,1,99,7,3,1,9999999,9,300000,2,9999,9999,1,1,3,1,1,4,3,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,1060,99999,9999,9999,3,23000,0,9999,9999
4,1,81,1,1,9,2002,2,99,7,3,1,9999999,9,250000,2,9999,9999,1,3,3,1,1,5,3,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,1017,99999,9999,9999,3,123000,0,9999,9999
4,1,43,1,1,4,1999,2,99,17,3,1,9999999,9,250000,1,1999,9998,1,3,3,1,1,5,3,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,2,1750,99999,9999,9999,3,140000,0,9999,9999
4,2,78,1,1,6,1967,2,99,17,1,1,9999999,9,515000,2,9999,9999,1,1,1,1,1,5,4,1,2,1,1,2,2,9999,9,9999,210,1,600,3,99999,99999,9,9,3,99999,9,9999,9999,1,543,99999,9999,9999,3,70500,0,9999,9999
4,1,49,5,1,6,2003,2,99,22,1,1,9999999,9,515000,1,9998,9998,8,2,1,1,1,3,2,1,2,1,8,1,1,100,2,9999,9999,1,600,2,99999,99999,9,9,3,99999,1,1998,1998,1,2650,99999,9999,9999,3,134000,0,9999,9999
4,1,81,1,1,6,1967,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,1,2,1,5,4,1,2,1,8,2,2,9999,9,9999,362,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,80,999999,99999,9999,9999,3,50000,0,9999,9999
4,1,51,1,1,8,1997,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,1,2,2,7,4,1,2,1,1,3,3,9999,1,12,9999,2,9999,3,99999,2000,6,2,2,2000,9,9999,9999,80,999999,2012,287,286,3,130000,0,186,185
4,2,84,1,9,98,1958,3,99,98,1,1,9999999,9,500000,2,9999,9999,1,1,1,1,1,7,6,1,8,1,8,2,1,70,1,175,9999,1,600,3,99999,99999,9,9,3,99999,8,9998,9998,1,295,99999,9999,9999,3,24000,0,9999,9999
4,2,59,4,1,6,2011,2,99,18,1,1,9999999,9,950000,1,2013,425,1,1,1,1,1,7,5,1,2,1,1,2,1,71,1,125,9999,1,700,3,99999,99999,9,9,3,99999,1,1983,1983,1,3160,99999,9999,9999,3,89000,0,9999,9999
4,1,67,8,1,6,1999,2,99,18,1,1,9999999,9,800000,2,9999,9999,1,1,1,1,2,6,4,1,2,1,1,1,1,125,1,60,9999,1,900,1,4000,99999,9,9,3,99999,1,1972,1972,1,1260,99999,9999,9999,3,44000,0,9999,9999
4,1,42,6,1,98,2013,2,99,98,1,9,9999999,9,9999999,9,9999,9999,9,9,3,1,1,6,4,1,8,1,8,2,1,50,1,150,9999,2,9999,3,99999,1900,4,2,2,1900,8,9998,9998,80,999999,2100,350,317,3,61000,0,413,374
4,1,54,8,1,6,2006,2,99,17,1,1,9999999,9,1100000,1,2016,9998,2,2,3,1,2,3,2,1,2,1,1,2,2,9999,9,9999,362,1,900,3,99999,99999,9,9,3,99999,1,1992,1992,1,5290,99999,9999,9999,3,100000,0,9999,9999
4,2,45,6,1,6,2017,2,16,19,1,9,9999999,9,9999999,9,9999,9999,9,9,4,1,1,3,2,1,8,1,1,2,2,9999,9,9999,362,2,9999,3,99999,1800,2,2,2,1800,1,1990,1990,80,999999,2100,700,600,2,24000,0,1010,900
4,1,54,6,1,6,2006,2,99,17,1,1,9999999,9,1290000,1,2006,450,2,2,3,1,1,6,4,1,2,1,1,2,1,85,1,220,9999,1,600,3,99999,99999,9,9,3,99999,1,1992,1992,1,5255,99999,9999,9999,3,56000,0,9999,9999
4,1,72,1,1,6,2004,2,99,98,1,9,9999999,9,9999999,9,9999,9999,9,9,1,2,1,5,4,1,2,1,1,4,1,50,1,12,9999,2,9999,2,99999,1600,2,2,2,1600,8,9998,9998,80,999999,1662,332,320,3,35108,0,568,547
4,1,40,6,1,6,2007,2,99,19,2,1,9999999,0,600000,1,9998,9998,2,2,1,1,2,6,4,1,2,1,1,2,2,9999,9,9999,362,2,9999,3,99999,99999,9,9,3,99999,1,9998,9998,12,3900,99999,9999,9999,3,140000,0,9999,9999
4,1,27,6,1,6,2016,2,98,98,2,1,9999999,9,550000,1,2016,325,2,2,3,1,1,3,3,1,2,1,1,2,2,9999,9,9999,125,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,12,2540,99999,9999,9999,3,50000,0,9999,9999
4,2,85,1,1,6,1960,2,99,98,3,1,9999999,9,550000,2,9999,9999,1,1,3,1,1,4,2,1,2,1,1,2,2,9999,9,9999,362,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,2,1355,99999,9999,9999,1,1895,0,9999,9999
4,2,85,1,1,6,1955,3,99,7,3,1,9999999,9,215000,2,9999,9999,1,1,3,1,1,4,2,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,1055,99999,9999,9999,3,35012,0,9999,9999
4,2,71,1,1,98,1974,2,99,7,3,1,9999999,9,200000,2,9999,9999,1,3,5,1,1,5,3,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,2,1025,99999,9999,9999,3,539058,1,9999,9999
4,1,70,1,1,6,1972,2,99,7,1,1,9999999,9,800000,2,9999,9999,1,1,1,1,1,5,3,1,1,1,8,2,2,9999,9,9999,239,1,600,3,99999,99999,9,9,3,99999,9,9999,9999,1,801,99999,9999,9999,3,16800,0,9999,9999
4,2,28,1,1,3,1987,2,99,10,1,1,9999999,0,700000,2,9999,9999,1,1,1,1,1,6,4,1,2,1,1,2,2,9999,9,9999,362,1,600,3,99999,99999,9,9,3,99999,9,9999,9998,1,350,99999,9999,9999,3,73000,0,9999,9999
4,1,48,4,1,6,2015,2,12,18,1,1,46000,9,500000,1,2015,9998,1,1,1,1,1,5,4,1,2,1,1,2,1,60,1,50,9999,1,280,3,99999,99999,9,9,3,99999,1,2005,2005,1,2243,99999,9999,9999,2,30000,0,9999,9999
4,2,85,7,1,6,2007,2,99,19,1,1,9999999,9,800000,2,9999,9999,3,1,3,1,1,5,3,1,2,1,1,2,1,100,1,50,9999,1,400,2,99999,99999,9,9,3,99999,8,9998,9998,1,903,99999,9999,9999,3,24000,0,9999,9999
4,1,51,6,1,6,1998,2,99,19,1,1,9999999,9,700000,1,2005,510,2,2,1,1,1,5,4,1,2,1,1,1,2,9999,9,9999,150,1,1400,1,2000,99999,9,9,3,99999,9,9999,9999,1,2533,99999,9999,9999,3,90000,0,9999,9999
4,1,85,1,1,6,1975,2,99,9,1,1,9999999,9,575000,2,9999,9999,1,1,1,1,2,6,4,1,2,1,1,2,1,80,1,220,9999,1,1400,3,99999,99999,9,9,3,99999,9,9999,1972,1,846,99999,9999,9999,1,7200,0,9999,9999
4,1,40,1,1,6,2013,2,99,9,1,1,9999999,0,750000,1,2013,9998,1,1,1,1,1,6,5,1,2,1,1,2,1,80,1,220,9999,1,1400,3,99999,99999,9,9,3,99999,9,9999,2009,1,2517,99999,9999,9999,3,100000,0,9999,9999
4,2,35,4,1,98,2008,8,99,7,1,1,9999999,9,790000,1,2008,400,2,2,1,1,1,7,6,1,8,1,8,2,1,80,1,220,9999,1,1400,3,99999,99999,9,9,3,99999,8,9998,9998,1,3217,99999,9999,9999,3,51000,0,9999,9999
4,2,59,1,1,6,1989,2,99,7,1,1,9999999,9,850000,2,9999,9999,1,1,1,1,1,6,5,1,8,1,8,2,1,408,1,344,9999,1,1400,3,99999,99999,9,9,3,99999,9,9999,9999,1,937,99999,9999,9999,3,50000,0,9999,9999
4,2,85,1,1,13,1974,2,99,17,1,1,9999999,9,800000,2,9999,9999,3,1,4,1,1,5,3,1,2,1,1,1,2,9999,9,9999,115,1,1400,1,2000,99999,9,9,3,99999,1,1974,1974,1,565,99999,9999,9999,3,45720,0,9999,9999
4,2,61,1,1,98,1998,2,99,98,1,9,9999999,9,9999999,9,9999,9999,9,9,3,1,1,4,4,1,8,1,8,1,1,50,1,12,9999,2,9999,2,99999,1800,6,8,2,99998,8,9998,9998,80,999999,1862,466,450,2,14400,0,1010,1010
4,1,44,1,1,4,1994,2,99,14,1,1,9999999,9,700000,1,1994,500,2,2,1,1,1,6,4,1,2,1,1,2,1,150,1,125,9999,1,1200,3,99999,99999,9,9,3,99999,9,9999,9999,1,3275,99999,9999,9999,3,237000,0,9999,9999
4,2,35,1,1,4,2012,2,99,7,1,1,9999999,0,400000,1,9998,9998,2,1,1,1,1,6,4,1,1,1,1,2,2,9999,9,9999,275,1,800,3,99999,99999,9,9,3,99999,9,9999,9999,1,3675,99999,9999,9999,3,178000,0,9999,9999
4,1,40,4,1,4,2008,2,99,18,1,1,9999999,9,700000,1,2008,430,1,1,1,1,1,6,4,1,2,1,1,2,1,408,1,100,9999,1,1200,3,99999,99999,9,9,3,99999,1,1990,1990,1,3420,99999,9999,9999,2,35280,0,9999,9999
4,1,68,1,1,4,1989,2,99,7,1,1,9999999,9,400000,1,9998,9998,2,1,1,1,1,5,2,2,9,1,2,2,2,9999,9,9999,362,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,1,2900,99999,9999,9999,3,84600,0,9999,9999
4,1,31,1,1,6,2014,2,14,7,3,1,210000,9,230000,1,9998,9998,2,3,4,1,1,5,3,1,2,1,1,1,1,84,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,2590,99999,9999,9999,3,120000,0,9999,9999
4,1,58,1,1,3,1993,2,99,7,3,1,9999999,9,215000,2,9999,9999,1,3,13,1,1,4,3,1,2,1,1,1,1,175,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,925,99999,9999,9999,1,9999999,0,9999,9999
4,2,69,1,1,6,1998,2,99,7,3,1,9999999,9,250000,2,9999,9999,1,3,3,1,1,4,3,1,2,1,1,2,1,58,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,2,883,99999,9999,9999,3,16800,0,9999,9999
4,2,60,4,1,6,2015,2,16,18,3,1,23000,9,250000,1,9998,9998,2,3,2,1,1,4,3,1,2,1,1,2,2,9999,9,9999,100,2,9999,3,99999,99999,9,9,3,99999,1,1995,1996,2,2755,99999,9999,9999,3,110000,0,9999,9999
4,1,66,1,1,2,1998,2,99,7,3,1,9999999,9,275000,2,9999,9999,1,3,12,1,5,4,3,1,2,1,1,1,1,100,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,767,99999,9999,9999,3,77000,0,9999,9999
4,1,30,4,1,6,2016,2,13,18,3,1,18000,9,200000,1,9998,9998,1,1,11,1,5,3,2,1,2,1,1,1,1,35,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,2450,99999,9999,9999,3,110000,0,9999,9999
4,2,59,1,1,6,2007,2,99,98,2,1,9999999,9,230000,1,2007,9998,2,2,11,1,5,3,2,1,2,1,1,4,1,70,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,12,1230,99999,9999,9999,1,9999999,0,9999,9999
4,2,50,4,1,6,2009,2,99,98,3,1,9999999,9,145000,2,9999,9999,1,1,11,1,5,3,2,1,8,1,8,1,1,100,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,8,9998,9998,2,100,99999,9999,9999,3,104000,0,9999,9999
4,1,57,1,1,6,1998,2,99,7,1,1,9999999,9,720000,2,9999,9999,1,1,1,1,1,7,4,1,2,1,1,2,2,9999,9,9999,362,1,800,3,99999,99999,9,9,3,99999,9,9999,9999,1,992,99999,9999,9999,1,13000,0,9999,9999
4,1,28,4,1,12,2003,2,99,18,1,1,9999999,9,700000,2,9999,9999,1,1,1,1,1,3,2,1,1,1,1,2,1,100,1,100,9999,1,1100,3,99999,99999,9,9,3,99999,1,2003,2003,1,771,99999,9999,9999,3,140000,0,9999,9999
4,2,48,1,1,6,2014,2,6,26,1,9,9999999,9,9999999,9,9999,9999,9,9,1,2,1,5,4,1,2,1,1,2,2,9999,9,9999,362,2,9999,3,99999,2000,4,2,2,2000,1,2000,2000,80,999999,2350,470,400,3,150000,0,188,160
4,1,64,4,1,4,1992,2,99,18,1,1,9999999,9,680000,2,9999,9999,1,1,1,1,1,6,4,1,2,1,1,2,1,100,1,100,9999,1,450,3,99999,99999,9,9,3,99999,1,1983,1983,1,796,99999,9999,9999,3,113100,0,9999,9999
4,1,83,1,1,8,1997,1,99,17,2,1,9999999,9,700000,2,9999,9999,1,1,3,1,2,6,4,1,2,1,1,2,2,9999,9,9999,362,1,480,3,99999,99999,9,9,3,99999,1,1954,1947,12,1848,99999,9999,9999,3,57700,0,9999,9999
4,2,33,4,1,6,2017,2,98,18,1,1,165000,9,960000,1,2016,415,1,2,1,1,1,6,5,1,2,1,1,2,1,200,1,200,9999,1,480,3,99999,99999,9,9,3,99999,9,9999,9999,1,4284,99999,9999,9999,3,201176,0,9999,9999
4,2,63,1,1,1,1955,2,99,7,1,1,9999999,9,1200000,2,9999,9999,1,1,1,1,1,5,5,1,1,1,1,2,1,200,1,344,9999,1,1400,3,99999,99999,9,9,3,99999,9,9999,9999,1,1300,99999,9999,9999,3,39950,0,9999,9999
4,1,46,4,1,6,2008,2,99,18,1,1,9999999,9,1200000,1,2008,400,2,2,1,1,1,5,4,1,2,1,1,2,2,9999,9,9999,200,1,1000,3,99999,99999,9,9,3,99999,9,9999,9998,1,2583,99999,9999,9999,3,130000,0,9999,9999
4,2,81,1,1,8,1958,3,99,7,3,1,9999999,9,200000,1,9998,9998,2,3,11,1,5,3,2,1,2,1,1,1,2,9999,9,9999,30,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,1105,99999,9999,9999,3,19000,0,9999,9999
4,1,83,1,1,6,1979,2,99,98,3,1,9999999,9,175000,2,9999,9999,3,3,11,1,5,3,2,1,2,1,1,2,1,50,1,25,9999,2,9999,3,99999,99999,9,9,3,99999,8,9998,9998,2,675,99999,9999,9999,1,5600,0,9999,9999
4,2,40,1,1,8,2002,2,99,7,3,1,9999999,9,250000,2,9999,9999,1,3,11,1,5,4,3,1,2,1,1,2,1,80,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,9,9999,2002,2,920,99999,9999,9999,3,90000,0,9999,9999
4,1,34,8,1,6,2016,2,17,24,1,9,9999999,9,9999999,9,9999,9999,9,9,3,2,1,3,2,1,2,1,1,2,1,90,1,150,9999,2,9999,3,99999,1800,2,2,2,1800,8,9998,9998,80,999999,2040,680,600,1,12000,0,1010,1010
4,2,38,1,1,6,2006,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,3,2,1,1,1,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,1000,6,2,2,1000,1,1994,1994,80,999999,1000,1000,1000,1,14000,0,857,857
4,1,70,1,1,8,1990,2,99,17,3,1,9999999,9,250000,2,9999,9999,1,3,3,1,1,4,3,1,2,1,1,1,1,151,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,951,99999,9999,9999,3,34404,0,9999,9999
4,2,29,1,1,6,2013,2,99,9,3,1,9999999,0,200000,2,9999,9999,1,3,3,1,1,3,3,1,2,1,1,2,1,151,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,2,951,99999,9999,9999,3,55000,0,9999,9999
4,2,63,4,1,8,2015,2,12,18,4,9,9999999,9,9999999,9,9999,9999,9,9,3,2,1,4,2,1,2,1,8,2,1,45,1,25,9999,2,9999,3,99999,650,6,2,2,650,1,1982,1985,80,999999,720,180,163,1,11064,0,781,705
4,2,35,2,1,6,2016,2,98,7,3,1,9999999,0,180000,1,2016,325,2,3,3,1,1,3,2,1,2,1,1,2,2,9999,9,9999,100,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,2,1292,99999,9999,9999,3,70000,0,9999,9999
4,2,45,4,1,6,2015,2,11,18,1,1,9999998,8,900000,1,2015,9998,8,2,1,1,1,5,4,1,2,1,1,2,2,9999,9,9999,200,1,1000,3,99999,99999,9,9,3,99999,1,2012,2012,1,2283,99999,9999,9999,3,35000,0,9999,9999
4,1,32,4,1,6,2016,2,12,18,1,1,200000,9,700000,1,9998,325,1,2,1,1,1,5,3,1,1,1,1,2,1,80,1,100,9999,1,1440,3,99999,99999,9,9,3,99999,1,1997,1997,1,30504,99999,9999,9999,3,125000,0,9999,9999
4,2,40,4,1,6,2016,2,12,18,1,1,9999998,8,700000,1,2016,360,8,2,1,1,1,5,4,1,2,1,1,2,2,9999,9,9999,180,1,300,3,99999,99999,9,9,3,99999,2,9998,2009,1,2205,99999,9999,9999,3,70000,0,9999,9999
4,1,36,4,1,6,2005,2,99,18,3,9,9999999,9,9999999,9,9999,9999,9,9,3,1,1,3,2,1,2,1,1,1,1,70,2,9999,9999,2,9999,2,99999,600,8,2,2,600,9,9999,9999,80,999999,670,223,200,3,30000,0,268,240
4,2,54,4,1,14,2012,2,99,18,2,1,9999999,0,290000,1,9998,9998,2,2,1,1,1,3,3,1,2,1,1,2,1,40,1,100,9999,2,9999,3,99999,99999,9,9,3,99999,1,2014,2014,12,1790,99999,9999,9999,1,16000,0,9999,9999
4,1,29,4,1,6,2016,2,11,7,3,1,9999999,0,290000,1,2016,9998,8,2,3,1,1,4,3,1,2,1,1,1,1,90,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,1490,99999,9999,9999,3,90000,0,9999,9999
4,1,39,4,1,6,2016,2,12,7,3,1,9999998,8,290000,2,9999,9999,1,3,4,1,1,3,3,1,2,1,8,2,1,90,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,2,904,99999,9999,9999,3,94000,0,9999,9999
4,1,49,1,1,6,2016,2,11,7,3,1,9999999,0,215000,2,9999,9999,1,3,3,1,1,3,3,1,2,1,1,2,1,60,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,965,99999,9999,9999,3,209869,1,9999,9999
4,2,74,1,1,6,2010,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,5,1,1,1,2,1,1,1,2,9999,9,9999,90,2,9999,2,99999,1250,4,2,2,1250,9,9999,9999,31,999999,1340,1340,1250,3,18000,0,893,833
4,2,22,1,1,8,2015,2,19,15,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,5,3,2,1,2,1,8,3,1,150,1,12,9999,2,9999,3,99999,1700,4,2,2,1700,9,9999,2015,80,999999,1862,621,567,3,65000,0,344,314
4,2,60,1,1,6,2007,1,99,98,3,1,9999999,9,210000,1,2007,9998,1,3,10,1,5,1,1,1,2,1,1,2,1,55,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,8,9998,9998,2,1705,99999,9999,9999,3,87000,0,9999,9999
4,2,61,1,1,6,2003,2,99,7,3,1,9999999,9,185000,1,2003,504,1,3,13,1,5,3,2,1,2,1,1,1,1,75,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,1595,99999,9999,9999,3,126500,0,9999,9999
4,1,61,1,1,6,1989,2,99,7,3,1,9999999,9,175000,2,9999,9999,1,3,13,1,5,3,2,1,2,1,1,1,1,166,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,749,99999,9999,9999,3,120000,0,9999,9999
4,2,64,1,1,8,1975,2,99,98,3,1,9999999,9,175000,1,9998,9998,2,3,13,1,5,3,2,1,2,1,8,1,1,75,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,1561,99999,9999,9999,1,8200,0,9999,9999
4,1,32,1,1,7,2015,2,98,98,3,1,20000,9,180000,1,2015,400,2,3,13,1,5,3,2,1,2,1,8,1,1,35,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,1337,99999,9999,9999,3,156000,0,9999,9999
4,1,37,4,1,6,2015,2,14,18,1,1,385000,9,785000,1,2015,525,2,2,1,1,1,6,4,1,2,1,1,2,2,9999,9,9999,210,1,1000,3,99999,99999,9,9,3,99999,1,9998,9998,1,2493,99999,9999,9999,2,22000,0,9999,9999
4,1,45,4,1,6,2005,2,99,18,1,1,9999999,9,785000,2,9999,9999,1,1,1,1,1,6,4,1,2,1,1,2,2,9999,9,9999,200,1,1200,3,99999,99999,9,9,3,99999,1,2002,2002,1,825,99999,9999,9999,1,33000,0,9999,9999
4,2,68,1,1,6,1976,2,99,17,1,9,9999999,9,9999999,9,9999,9999,9,9,3,1,1,5,3,1,2,1,8,1,2,9999,9,9999,168,1,2200,1,4586,99999,9,9,3,99999,1,1965,1965,80,999999,99999,9999,9999,3,65396,0,9999,9999
4,2,56,2,1,6,2005,2,99,12,1,1,9999999,9,450000,2,9999,9999,1,1,1,1,1,5,4,1,1,1,1,2,1,408,1,95,9999,1,120,3,99999,99999,9,9,3,99999,1,1970,1970,1,905,99999,9999,9999,3,254640,0,9999,9999
4,1,84,2,1,5,2007,2,99,26,1,1,9999999,9,45000,1,9998,9998,2,1,1,1,1,5,4,1,2,1,8,2,2,9999,9,9999,200,1,120,3,99999,99999,9,9,3,99999,1,1968,1968,1,2410,99999,9999,9999,3,54600,0,9999,9999
4,1,58,1,1,6,2004,2,99,98,1,9,9999999,9,9999999,9,9999,9999,9,9,9,2,2,4,2,1,2,1,1,1,1,70,1,12,9999,2,9999,2,99999,803,4,2,2,803,9,9999,9999,31,999999,885,221,201,3,53000,0,200,182
4,2,53,1,1,6,2014,2,13,10,3,1,115000,9,125000,2,9999,9999,1,3,9,1,2,3,2,1,2,1,1,1,2,9999,9,9999,90,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,440,99999,9999,9999,3,30000,0,9999,9999
4,1,66,1,1,6,1956,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,9,2,2,5,3,1,2,1,1,4,2,9999,9,9999,125,2,9999,2,99999,950,2,2,1,838,9,9999,9999,31,999999,1075,215,190,1,5400,0,1010,1010
4,2,40,4,1,98,2012,2,99,98,1,1,9999999,0,800000,1,9998,520,2,1,1,1,1,8,6,1,2,1,1,2,1,408,1,344,9999,1,120,3,99999,99999,9,9,3,99999,8,9998,9998,1,3110,99999,9999,9999,3,90000,0,9999,9999
4,1,85,1,1,6,1982,2,99,14,1,1,9999999,9,650000,2,9999,9999,1,1,3,1,1,4,2,1,2,1,1,2,1,65,1,344,9999,1,650,3,99999,99999,9,9,3,99999,1,1972,1972,1,691,99999,9999,9999,3,33800,0,9999,9999
4,1,60,1,1,6,1996,2,99,17,1,1,9999999,9,900000,1,1996,300,1,1,3,1,1,6,4,1,2,1,1,2,1,125,1,100,9999,1,900,3,99999,99999,9,9,3,99999,1,1979,1983,1,3967,99999,9999,9999,3,132000,0,9999,9999
4,1,55,6,1,6,2016,2,12,98,1,9,9999999,9,9999999,9,9999,9999,9,9,1,2,1,3,3,1,8,1,8,2,2,9999,9,9999,190,2,9999,3,99999,1800,8,2,2,1800,8,9998,9998,80,999999,1990,663,600,3,42000,0,569,514
4,2,39,4,1,6,2010,2,99,18,1,9,9999999,9,9999999,9,9999,9999,9,9,1,2,1,4,3,1,2,1,8,2,1,60,1,40,9999,2,9999,2,99999,2200,6,2,2,2200,1,2010,2010,80,999999,2300,575,550,3,100000,0,276,264
4,1,50,1,1,6,1998,2,99,7,1,1,9999999,9,900000,2,9999,9999,1,1,1,1,1,5,3,1,2,1,1,2,1,175,1,200,9999,1,1200,3,99999,99999,9,9,3,99999,9,9999,9999,1,1242,99999,9999,9999,3,295000,0,9999,9999
4,1,66,1,1,6,1957,2,99,98,1,1,9999999,9,650000,2,9999,9999,1,1,1,1,1,7,4,1,8,1,8,2,2,9999,9,9999,362,1,1200,3,99999,99999,9,9,3,99999,9,9999,9999,1,450,99999,9999,9999,2,13000,0,9999,9999
4,2,63,2,1,6,1997,2,99,18,1,1,9999999,9,900000,2,9999,9999,1,1,1,1,1,7,6,1,1,1,1,1,1,120,1,30,9999,1,1200,1,2000,99999,9,9,3,99999,1,1973,1973,1,1267,99999,9999,9999,3,31600,0,9999,9999
4,1,57,6,1,2,2016,2,16,19,1,9,9999999,9,9999999,9,9999,9999,9,9,5,2,2,1,1,1,2,2,1,2,3,9999,2,9999,9999,2,9999,3,99999,1800,6,2,2,1800,1,1986,1986,80,999999,1800,1800,1800,3,28000,0,771,771
4,1,35,1,1,6,2008,2,99,17,1,1,9999999,9,900000,1,2013,300,1,1,1,1,1,6,4,1,2,1,1,2,2,9999,9,9999,362,1,1000,3,99999,99999,9,9,3,99999,9,9999,2005,1,5275,99999,9999,9999,3,225000,0,9999,9999
